,broj_soba,kvadratura_m2,spratnost,godina,udaljenost
661,3,94,3,1950,1.6695696906286124
663,3,74,3,1979,0.6620427698899353
664,3,98,3,2016,5.999329576170734
665,3,67,1,2020,8.758272925844354
666,1,31,2,1955,0.5971212879791641
667,3,79,8,2002,4.627809124287993
668,3,83,3,1926,2.1630935026910407
670,3,86,1,2006,3.229503918362215
671,4,138,7,2010,4.382941271201817
672,4,142,2,2018,3.028100804547556
674,3,59,4,2019,9.02179299995636
677,3,61,2,1951,4.375819561017562
678,3,74,2,2009,6.19034668998448
681,4,70,4,2013,4.627809124287993
682,3,83,1,2019,4.627809124287993
683,3,65,1,2019,4.180902157560265
684,3,86,1,1961,4.627809124287993
685,4,101,6,2019,4.627809124287993
686,3,83,3,2010,2.950728658023147
687,3,87,4,2006,2.950728658023147
688,4,80,1,2009,6.412357511311248
689,4,71,4,2018,6.412357511311248
690,3,96,3,1985,2.950728658023147
691,2,44,4,2016,4.627809124287993
692,4,83,2,1954,0.33608526663220517
693,3,62,4,2017,3.900039816858124
694,3,124,3,2012,4.180902157560265
695,3,73,4,2018,8.060358697490658
697,6,260,3,2013,4.627809124287993
698,5,115,3,1988,8.060358697490658
699,3,90,3,2010,4.627809124287993
701,3,75,1,2010,4.627809124287993
702,3,86,4,2000,4.627809124287993
703,4,125,3,2008,2.950728658023147
704,2,52,1,1960,10.408761773900787
705,5,110,5,2000,4.627809124287993
706,3,79,4,2009,6.412357511311248
707,3,88,1,2008,8.060358697490658
708,2,47,1,2012,8.060358697490658
709,3,165,7,2010,4.180902157560265
710,4,91,11,2001,4.627809124287993
711,3,102,5,1982,6.327538309738908
712,3,82,2,1935,4.180902157560265
714,4,90,3,2000,7.341600443143959
716,4,103,2,2021,5.5362987541185245
718,2,42,2,2021,1.632392123413332
719,5,124,3,2020,3.215018856368662
720,4,87,4,1970,7.304095597826741
722,5,104,1,2010,3.3908802817498596
723,4,71,4,2018,6.412357511311248
724,4,85,1,1935,3.028100804547556
725,5,111,3,1990,6.412357511311248
726,4,72,5,1988,5.410252426884404
727,3,87,2,2019,3.215018856368662
728,4,68,5,1985,2.950728658023147
729,4,88,1,2021,3.229503918362215
731,3,78,7,1976,1.8357865205205397
733,3,57,3,2010,2.6496467107738804
734,2,65,2,2017,4.627809124287993
737,4,110,3,2008,4.627809124287993
738,4,160,3,2020,0.7637809531403825
739,4,84,5,1990,3.229503918362215
740,4,94,2,2001,2.950728658023147
743,4,82,5,2020,3.7759754581122
744,5,159,3,2011,3.764078274853733
745,4,83,3,2009,3.229503918362215
747,5,142,1,2001,7.341600443143959
748,2,66,6,1992,4.627809124287993
749,4,97,2,1985,8.707751488371587
750,1,34,2,1970,6.2241629532191105
751,2,46,2,2021,6.558459236390924
752,5,376,3,2017,3.215018856368662
753,3,105,3,1975,1.4548943184742773
754,3,83,1,2021,2.8931627895061047
755,3,98,5,2021,2.8931627895061047
757,2,63,7,1998,8.943213643405164
758,4,109,2,1995,0.6620427698899353
759,3,76,1,1980,2.4656921514269445
760,2,55,4,2020,7.046777409176671
761,2,49,3,2020,7.046777409176671
762,3,84,3,2009,2.670760515983161
763,3,71,2,2021,3.215018856368662
764,2,56,2,2020,0.7637809531403825
765,3,61,3,2019,3.229503918362215
766,4,90,3,1938,2.950728658023147
767,3,56,7,1992,5.774822769024017
768,3,91,7,1959,1.0532900558286078
769,3,80,5,2006,1.151400209782773
771,3,80,6,1997,5.5362987541185245
772,3,76,2,2019,11.920072721153614
773,3,67,1,2021,6.412357511311248
774,3,67,2,2021,6.412357511311248
775,3,77,2,2016,10.55949884993751
776,3,70,1,2013,5.366227568282904
777,3,75,1,1970,7.304095597826741
779,3,67,6,1960,0.33608526663220517
781,3,71,2,2021,8.758272925844354
782,3,80,1,1936,3.764078274853733
783,3,66,2,2010,8.50683751498356
784,3,73,7,2021,3.9681777402122815
785,3,67,1,2020,3.028100804547556
786,3,87,3,1930,1.5042766095938493
787,3,60,4,2000,5.5362987541185245
788,2,51,1,2002,5.368480014073527
790,3,93,2,2005,3.0482574440179495
791,3,71,1,2021,3.215018856368662
792,3,60,4,2019,3.229503918362215
793,3,70,4,2003,8.950383924033956
794,3,77,3,2009,4.627809124287993
797,4,123,2,2009,1.7729576626938195
798,4,92,3,1937,2.950728658023147
799,4,112,1,2019,4.627809124287993
800,4,98,4,2017,2.4656921514269445
801,4,86,2,2005,4.627809124287993
803,4,190,3,2010,4.627809124287993
804,4,145,3,2014,4.627809124287993
805,2,80,3,2020,5.366227568282904
806,2,55,2,2020,5.366227568282904
807,2,55,1,2020,5.366227568282904
808,2,51,2,2020,5.366227568282904
809,2,45,1,2021,7.727643811926475
812,2,47,3,2017,3.764078274853733
819,2,74,1,1970,1.9339117769294034
820,2,42,3,2021,3.7759754581122
821,3,77,1,1903,0.33608526663220517
823,4,91,5,1960,1.4548943184742773
825,4,127,1,1910,0.919179918821867
828,3,63,3,2000,7.4817508027579995
829,5,150,4,2019,3.764078274853733
831,2,57,5,1983,4.555350481612918
832,2,57,4,1990,7.153095479774088
834,2,43,3,1975,3.7759754581122
835,2,70,1,2018,7.727643811926475
836,2,56,1,2018,7.727643811926475
837,2,53,1,2018,7.727643811926475
838,2,64,5,1920,3.9650819778586195
839,2,47,4,2020,4.627809124287993
840,2,55,5,2021,1.4993440102972917
841,3,44,3,1960,7.153095479774088
842,3,73,1,2016,2.950728658023147
843,2,43,4,2021,6.412357511311248
844,3,57,3,1965,4.48966661360998
845,3,61,7,1996,5.5362987541185245
846,3,109,1,2008,3.229503918362215
848,3,88,1,2008,3.7759754581122
849,3,83,2,2012,4.48966661360998
850,3,86,1,2008,3.229503918362215
851,4,110,2,2008,3.229503918362215
852,3,83,3,1926,2.1630935026910407
853,4,107,6,2021,0.8372037712279973
854,4,107,6,2021,0.33608526663220517
856,4,109,1,2008,3.229503918362215
857,4,174,7,2014,4.627809124287993
859,4,124,12,2021,1.4993440102972917
860,4,110,6,1999,2.1630935026910407
861,3,92,3,2016,6.696755717591663
862,2,49,2,2020,3.028100804547556
863,2,50,2,1965,1.7729576626938195
864,3,71,2,2006,5.938591758432152
865,3,68,3,2020,4.809290970010597
866,3,80,2,2020,11.920072721153614
867,3,77,1,1939,1.4548943184742773
868,3,87,1,1970,7.341600443143959
869,3,67,1,2008,7.341600443143959
870,2,51,1,2021,4.782396136000677
872,3,71,3,1925,1.0532900558286078
873,3,54,2,1960,3.028100804547556
874,4,84,6,2008,5.368480014073527
876,2,47,4,2020,8.758272925844354
877,2,32,3,2005,3.900039816858124
878,1,48,3,2011,10.55949884993751
879,1,48,3,2011,10.55949884993751
880,3,70,1,1936,0.33608526663220517
881,3,84,1,2016,5.5362987541185245
882,2,52,1,2015,6.19034668998448
884,3,70,1,1936,0.33608526663220517
885,3,84,1,2016,5.5362987541185245
886,2,52,1,2015,6.19034668998448
888,4,87,5,2020,3.229503918362215
889,2,59,3,2021,2.950728658023147
890,2,60,1,2021,4.701286657456922
891,4,75,6,2012,3.0199873882277415
893,4,107,3,1960,2.950728658023147
894,2,67,1,2005,2.266162235470912
895,2,73,5,2013,3.9333331631598982
897,2,80,3,2020,5.366227568282904
898,5,106,2,2017,7.727643811926475
899,2,39,4,2013,4.180902157560265
900,1,32,1,2021,8.758272925844354
902,3,62,3,1927,0.33608526663220517
903,3,47,1,1990,8.596287472021276
904,3,69,1,1993,1.4993440102972917
905,3,67,2,2021,8.758272925844354
906,3,57,4,2003,7.341600443143959
907,3,83,1,1967,0.7637809531403825
910,2,53,1,1975,7.341600443143959
911,3,78,3,2021,3.215018856368662
915,2,66,3,2003,5.938591758432152
916,2,44,1,2021,7.727643811926475
917,2,72,6,1995,6.0625307468511105
919,2,59,1,2021,8.758272925844354
920,3,65,1,2021,1.9339117769294034
921,3,74,1,1989,5.410252426884404
922,4,78,1,2020,0.919179918821867
923,5,170,1,2011,5.5362987541185245
924,4,78,4,2020,0.919179918821867
925,4,96,17,1976,7.0581528069193915
926,4,95,3,1975,5.665321617926698
927,4,78,2,2020,0.919179918821867
928,4,78,3,2020,0.919179918821867
929,4,79,4,1948,3.1475793767187654
930,4,119,1,2021,3.215018856368662
931,4,80,2,1954,1.632392123413332
932,4,75,1,2021,3.215018856368662
933,4,80,2,2021,8.758272925844354
934,2,42,3,2011,5.533022836943176
935,2,48,1,2020,5.480935161722186
938,4,125,5,2019,2.6518480418479227
939,2,123,15,2020,1.4993440102972917
940,3,98,6,1998,7.5308193890106905
941,3,66,10,1995,4.627809124287993
942,2,33,-1,2017,7.024177481522416
944,3,54,4,1963,3.0482574440179495
945,3,74,2,1986,6.2241629532191105
946,2,49,3,2007,3.9650819778586195
947,3,79,2,2000,2.950728658023147
948,3,79,2,1925,0.33608526663220517
950,3,73,1,2021,3.229503918362215
951,3,66,3,2019,3.7759754581122
952,3,91,12,1981,0.6620427698899353
954,3,78,7,1965,1.632392123413332
955,5,640,8,2014,4.627809124287993
957,4,103,1,1926,0.33608526663220517
960,6,177,1,1949,2.950728658023147
961,3,107,3,1937,0.33608526663220517
962,3,74,2,1985,6.2241629532191105
963,3,45,5,1995,6.412357511311248
964,3,61,2,1940,2.054488014985931
965,3,62,5,2021,26.894131519743997
966,3,60,7,1985,6.412357511311248
967,3,50,1,2009,6.412357511311248
969,4,85,4,2019,51.60738518857496
970,4,126,5,1960,2.4656921514269445
971,4,99,2,2021,1.632392123413332
972,4,177,4,2021,1.632392123413332
973,3,93,7,2007,3.9681777402122815
974,4,140,2,1999,3.215018856368662
975,3,84,4,2013,4.627809124287993
976,1,33,4,1940,2.6496467107738804
984,3,72,1,1975,5.774822769024017
985,1,33,2,2021,5.480935161722186
986,2,68,1,2021,5.5362987541185245
987,3,81,1,1977,6.19034668998448
988,6,228,5,2018,1.46223157229707
989,2,57,1,1985,17.41971612183071
990,1,25,1,1938,1.4548943184742773
991,3,64,1,1934,1.6695696906286124
992,3,62,1,2018,7.727643811926475
993,3,91,2,1954,1.46223157229707
994,5,153,6,2021,3.028100804547556
995,3,72,2,2021,3.028100804547556
996,4,94,4,2006,2.054488014985931
998,4,75,1,1969,0.33608526663220517
999,4,114,5,2006,5.5362987541185245
1000,4,95,2,1991,4.699478834391479
1002,4,130,2,2020,2.950728658023147
1003,3,84,4,1927,0.33608526663220517
1004,2,50,3,2006,8.943213643405164
1005,2,36,5,1986,5.410252426884404
1006,7,337,6,2006,2.1630935026910407
1007,2,46,1,2021,7.127100263495205
1008,2,55,4,2021,2.1630935026910407
1009,2,53,2,2019,11.920072721153614
1012,2,51,6,2009,2.1630935026910407
1013,2,65,4,2021,1.4993440102972917
1014,2,41,1,2004,1.46223157229707
1015,2,64,2,1968,2.950728658023147
1016,2,55,1,1965,3.229503918362215
1017,2,68,10,2008,4.049354546935837
1020,2,75,1,1970,1.9339117769294034
1021,2,66,3,1978,6.527557547589294
1022,2,43,1,2021,3.215018856368662
1023,2,51,5,1934,1.0532900558286078
1024,2,57,2,2020,3.1475793767187654
1025,2,64,2,1930,1.46223157229707
1026,2,50,-1,1939,14.967799402313748
1028,2,62,4,2009,0.33608526663220517
1029,2,50,1,1957,6.412357511311248
1031,2,35,2,2018,4.180902157560265
1032,4,100,2,2021,3.215018856368662
1033,3,87,1,2021,3.215018856368662
1034,4,124,2,2021,3.215018856368662
1036,3,60,6,2000,6.19034668998448
1038,5,92,3,2021,3.229503918362215
1039,2,42,1,2008,2.1630935026910407
1040,3,80,6,1972,3.0482574440179495
1041,4,125,3,2021,3.7759754581122
1042,3,60,5,2016,3.229503918362215
1043,5,180,1,1965,1.9339117769294034
1045,2,58,6,2016,3.0482574440179495
1046,2,46,5,1992,3.229503918362215
1048,4,120,5,2020,0.6620427698899353
1049,4,123,12,2023,1.4993440102972917
1050,3,105,1,2020,2.707399459121268
1051,4,109,5,2020,2.707399459121268
1053,6,127,5,2020,4.48966661360998
1055,3,78,14,1980,2.4656921514269445
1056,3,71,2,2016,0.8372037712279973
1059,3,67,4,2018,7.153095479774088
1060,3,50,6,2018,7.153095479774088
1061,2,43,1,2021,9.20418788146032
1062,2,44,4,2017,3.229503918362215
1063,2,42,-1,2020,7.727643811926475
1064,3,94,1,2006,3.229503918362215
1066,3,85,1,2010,0.6620427698899353
1067,2,41,2,1950,3.0199873882277415
1069,2,69,1,1994,1.46223157229707
1070,2,49,1,2009,5.850879238095825
1071,2,49,1,2009,4.48966661360998
1072,2,49,2,1970,1.6695696906286124
1073,3,112,5,2006,1.6695696906286124
1074,3,84,2,2021,1.4993440102972917
1075,3,78,12,2021,1.4993440102972917
1076,3,79,11,2021,1.4993440102972917
1078,3,78,1,2018,2.950728658023147
1079,3,105,3,2014,4.627809124287993
1080,3,92,3,1965,1.4548943184742773
1081,3,86,2,1935,2.950728658023147
1082,3,150,6,2014,4.627809124287993
1083,3,67,1,2012,3.229503918362215
1084,3,83,1,1872,0.33608526663220517
1085,3,127,1,1910,1.151400209782773
1086,3,82,1,2020,2.6496467107738804
1087,2,67,1,2008,3.0199873882277415
1088,2,48,3,2015,6.412357511311248
1089,2,62,2,1935,0.33608526663220517
1091,2,58,1,2021,3.028100804547556
1092,2,73,5,1950,0.33608526663220517
1095,2,51,1,2021,7.727643811926475
1096,2,51,5,2011,4.48966661360998
1097,2,60,7,1985,6.412357511311248
1099,2,52,1,1971,8.074285796519856
1100,2,53,2,2020,11.920072721153614
1103,2,60,2,1939,1.151400209782773
1105,5,90,2,2009,8.50683751498356
1106,5,136,3,2021,1.632392123413332
1107,3,86,1,2010,0.6620427698899353
1108,6,160,3,2011,3.764078274853733
1109,3,74,2,2021,3.028100804547556
1110,3,64,1,2010,6.412357511311248
1111,2,51,1,1934,3.0199873882277415
1112,4,99,1,2021,3.7759754581122
1113,4,99,1,2021,3.7759754581122
1116,2,51,2,1969,1.8357865205205397
1117,4,86,5,2021,2.8931627895061047
1118,3,81,1,2021,1.4993440102972917
1119,4,127,4,2020,2.6496467107738804
1120,3,100,1,2021,4.4906956347495095
1124,3,60,2,2021,6.558459236390924
1126,3,61,2,2021,8.758272925844354
1127,4,83,3,1940,2.054488014985931
1128,1,25,1,1938,1.4548943184742773
1129,2,54,1,1970,5.334563424358191
1130,5,100,4,1928,0.40975379082458147
1131,4,163,3,2009,0.33608526663220517
1132,3,67,1,2020,8.758272925844354
1133,3,64,3,2020,8.758272925844354
1134,2,52,2,2005,5.5362987541185245
1135,6,191,7,2009,3.229503918362215
1136,2,60,1,2012,6.412357511311248
1137,4,165,4,2020,2.6496467107738804
1138,2,89,1,1965,0.7637809531403825
1141,2,43,7,2020,4.809290970010597
1142,1,29,1,1945,2.4656921514269445
1143,3,63,14,1965,1.9458960312875688
1144,3,77,2,2021,2.950728658023147
1145,2,60,1,2012,6.412357511311248
1146,4,119,0,2019,4.627809124287993
1147,4,90,0,2022,4.627809124287993
1148,3,73,0,2022,4.627809124287993
1150,2,61,0,2016,3.764078274853733
1151,2,88,0,2019,7.127100263495205
1152,1,40,0,2021,5.480935161722186
1153,1,34,0,2019,0.6620427698899353
1154,2,45,0,1935,2.950728658023147
1155,4,80,0,2016,3.0199873882277415
1157,3,73,0,2021,3.028100804547556
1158,1,32,0,2016,7.4817508027579995
1159,2,56,0,2021,8.758272925844354
1160,2,50,0,2011,5.533022836943176
1161,2,35,0,2021,3.900039816858124
1162,2,40,0,2020,3.1475793767187654
1163,2,54,0,1980,6.412357511311248
1164,3,150,0,1966,5.5362987541185245
1165,2,52,0,2009,6.412357511311248
1166,3,90,0,1928,2.4656921514269445
1169,5,136,0,1939,2.950728658023147
1170,4,115,0,2021,6.558459236390924
1173,3,90,0,2021,6.558459236390924
1174,3,85,0,1986,4.699478834391479
1175,3,80,0,2020,4.627809124287993
1176,4,77,0,2011,4.627809124287993
1178,2,77,0,2019,3.215018856368662
1179,2,72,0,2020,4.627809124287993
1180,3,72,0,2021,6.558459236390924
1181,3,70,0,2010,1.9339117769294034
1182,3,57,0,1980,1.4548943184742773
1183,2,70,0,2002,4.699478834391479
1186,3,64,0,2014,6.412357511311248
1188,3,64,0,2021,6.558459236390924
1192,2,56,0,2020,6.412357511311248
1193,2,57,0,1970,3.229503918362215
1194,2,55,0,2020,3.229503918362215
1195,3,55,0,1979,6.527557547589294
1197,2,51,0,2010,3.0199873882277415
1198,3,47,0,2019,6.412357511311248
1199,2,50,0,2011,5.533022836943176
1200,3,50,0,2021,4.627809124287993
1201,3,44,0,2016,6.412357511311248
1202,1,61,0,2009,4.180902157560265
1203,1,38,0,2010,3.764078274853733
1205,3,79,0,1939,3.215018856368662
1206,4,91,0,2020,5.366227568282904
1207,2,54,0,1965,5.5362987541185245
1208,4,106,0,1980,9.540825411381281
1209,2,58,0,1938,2.4656921514269445
1210,2,46,0,2020,3.229503918362215
1211,2,78,0,2014,4.627809124287993
1212,1,39,0,2015,3.7759754581122
1213,3,47,0,2000,5.533022836943176
1218,2,25,0,2020,8.758272925844354
1219,3,75,0,1995,6.19034668998448
1221,4,91,0,1981,10.275074551959623
1222,4,91,0,1928,1.151400209782773
1223,2,36,0,2010,7.0713105882939
1224,2,51,0,2010,3.764078274853733
1226,4,77,0,1980,3.0482574440179495
1227,4,122,0,2021,4.909122795790746
1228,2,39,0,2019,7.355433915187332
1230,3,70,0,1932,3.0199873882277415
1232,2,54,0,1980,7.92577586190849
1233,2,35,0,2021,6.412357511311248
1234,3,58,0,2020,7.727643811926475
1235,3,50,0,1973,2.670760515983161
1237,2,43,0,2021,3.900039816858124
1238,4,104,0,1991,6.0625307468511105
1241,3,58,0,2016,5.410252426884404
1242,3,104,0,1991,6.0625307468511105
1244,4,129,0,2008,8.758272925844354
1245,3,74,0,1985,6.589496002059308
1246,4,96,0,1980,7.046777409176671
1248,4,67,0,2006,556.2923753901563
1249,3,88,0,2021,3.764078274853733
1250,3,70,0,1998,6.0625307468511105
1251,4,101,0,2019,4.699478834391479
1252,2,55,0,1998,8.943213643405164
1254,3,72,0,2021,4.627809124287993
1255,3,71,0,2021,8.758272925844354
1256,3,63,0,2007,3.028100804547556
1257,3,84,0,2021,3.215018856368662
1259,4,87,0,2017,51.60738518857496
1260,1,37,0,2021,5.480935161722186
1261,2,59,0,1958,4.529336276306716
1262,3,122,0,2000,1.151400209782773
1263,4,86,0,1975,2.670760515983161
1264,2,88,0,2008,3.3908802817498596
1265,2,65,0,2000,6.0625307468511105
1266,2,58,0,1985,2.707399459121268
1269,2,51,0,2011,3.764078274853733
1270,3,40,0,2011,4.701286657456922
1271,1,28,0,2018,7.341600443143959
1272,2,55,0,2019,5.366227568282904
1273,3,46,0,2021,4.180902157560265
1274,3,48,0,1998,5.5362987541185245
1275,3,73,0,2021,8.758272925844354
1276,2,39,0,2010,1.632392123413332
1277,2,52,0,2016,4.48966661360998
1278,2,36,0,2012,5.366227568282904
1279,3,74,0,2021,10.104968428088151
1280,3,60,0,2021,8.758272925844354
1281,3,56,0,2021,3.900039816858124
1282,3,69,0,2010,5.938591758432152
1283,3,71,0,2004,3.229503918362215
1284,2,50,0,1964,4.555350481612918
1285,2,46,0,2021,5.480935161722186
1286,2,42,0,1970,6.696755717591663
1287,3,59,0,2020,3.1475793767187654
1288,4,90,0,2018,7.153095479774088
1289,4,91,0,2018,7.153095479774088
1290,3,78,0,2019,4.627809124287993
1291,3,50,0,2008,7.687569395012977
1294,3,71,0,2021,8.758272925844354
1295,3,60,0,1975,14.162730619680794
1296,1,38,0,2021,8.758272925844354
1297,1,34,0,1971,7.92577586190849
1298,2,82,0,2018,1.5042766095938493
1299,4,100,0,2009,3.0199873882277415
1300,2,38,0,2021,7.127100263495205
1302,2,71,0,2021,10.104968428088151
1303,2,50,0,1968,0.9257993107009531
1304,2,50,0,1960,1.9339117769294034
1305,2,46,0,2021,5.5362987541185245
1306,2,61,0,1921,0.919179918821867
1307,2,46,0,1950,8.50683751498356
1309,2,51,0,2010,3.764078274853733
1310,1,41,0,2004,7.153095479774088
1311,2,54,0,1955,4.338717448274989
1312,3,53,0,2020,4.627809124287993
1313,5,120,0,1927,1.4548943184742773
1315,1,25,0,1920,0.8372037712279973
1316,2,48,0,2021,3.229503918362215
1318,3,67,0,2004,4.180902157560265
1319,2,84,0,2000,5.368480014073527
1320,2,48,0,1970,2.054488014985931
1321,2,49,0,2008,4.627809124287993
1323,1,44,0,1979,4.627809124287993
1324,3,45,-1,2017,3.215018856368662
